PID,Gr Liv Area,SalePrice,Sale Type,Sale Condition,Mo Sold,Yr Sold,Bedroom,Full Bath,Half Bath,MS SubClass,MS Zoning,Exter Qual,Exter Cond,Heating QC,Kitchen Qual,Kitchen AbvGr,TotRms AbvGrd,Mas Vnr Area,Mas Vnr Type,Central Air,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Fireplace Qu,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Fireplaces,Fence,Foundation,Heating,Electrical,Functional,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Bsmt Full Bath,Bsmt Half Bath,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Misc Feature,Misc Val,Pool Area,Pool QC
903425280,1396,153575,WD ,Normal,7,2007,3,1,0,70,RL,TA,TA,Ex,TA,1,7,0,NA,True,Gable,CompShg,Wd Sdng,Wd Sdng,Y,0,0,0,0,259,NA,698,698,0,0,NA,BrkTil,GasA,FuseA,Typ,60,8730,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Normal,1Fam,2Story,6,7,1915,2003,TA,TA,No,Unf,0.0,Unf,0.0,698.0,698,0,0,Detchd,2003.0,Unf,1,384,TA,TA,NA,0,0,NA
905427010,2009,235000,WD ,Normal,12,2006,4,2,0,70,RL,TA,TA,Ex,TA,1,8,0,NA,True,Gable,CompShg,WdShing,Plywood,P,0,42,0,0,180,Gd,1337,672,0,2,NA,PConc,GasA,SBrkr,Typ,114,19950,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Normal,1Fam,2Story,6,7,1928,1950,TA,TA,No,Unf,0.0,Unf,0.0,672.0,672,0,0,2Types,1928.0,Unf,3,795,TA,TA,NA,0,0,NA
909250200,1510,149000,WD ,Normal,6,2006,3,1,0,70,RL,TA,TA,Ex,TA,1,6,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,164,0,0,NA,755,755,0,0,NA,PConc,GasA,SBrkr,Typ,69,4899,Pave,NA,Reg,HLS,AllPub,Corner,Gtl,SWISU,Norm,Normal,1Fam,2Story,6,8,1920,1950,TA,TA,No,BLQ,305.0,Unf,0.0,450.0,755,0,0,Detchd,1920.0,Unf,1,216,TA,TA,NA,0,0,NA
909282110,1801,210000,WD ,Normal,11,2006,3,1,1,70,RL,TA,TA,Ex,TA,1,8,0,NA,True,Gable,CompShg,Wd Sdng,Wd Sdng,Y,0,90,0,0,0,Gd,1104,697,0,1,MnPrv,PConc,GasA,SBrkr,Typ,70,14210,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Normal,1Fam,2Story,6,7,1930,1959,TA,TA,No,Unf,0.0,Unf,0.0,697.0,697,0,0,Attchd,1930.0,Unf,2,365,Fa,TA,NA,0,0,NA
909179020,3082,197000,WD ,Normal,8,2009,5,2,1,75,RL,TA,TA,Ex,TA,1,12,0,NA,True,Gable,CompShg,Wd Sdng,Plywood,Y,136,63,0,0,0,TA,1687,998,397,2,NA,BrkTil,GasA,SBrkr,Typ,102,15863,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Normal,1Fam,2.5Fin,7,3,1920,1970,TA,TA,No,GLQ,523.0,Unf,0.0,301.0,824,1,0,Basment,1970.0,Fin,2,672,TA,TA,NA,0,0,NA
528250100,1430,180000,WD ,Normal,4,2010,3,2,1,80,RL,TA,TA,Ex,TA,1,7,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,180,0,0,0,0,TA,774,656,0,1,NA,PConc,GasA,SBrkr,Typ,0,7750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Normal,1Fam,SLvl,7,5,2000,2000,Gd,TA,No,GLQ,250.0,Unf,0.0,134.0,384,0,0,BuiltIn,2000.0,Fin,2,400,TA,TA,NA,0,0,NA
534476260,1520,153000,WD ,Normal,3,2010,3,1,0,80,RL,TA,TA,Ex,TA,1,7,164,BrkFace,True,Gable,CompShg,AsbShng,AsbShng,Y,0,0,189,0,0,Gd,1520,0,0,2,NA,CBlock,GasA,SBrkr,Typ,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,SLvl,6,6,1955,1972,TA,TA,Av,BLQ,674.0,LwQ,132.0,350.0,1156,1,0,Basment,1955.0,RFn,1,364,TA,TA,NA,0,0,NA
528290190,1430,156000,WD ,Normal,3,2009,3,2,1,80,RL,TA,TA,Ex,TA,1,7,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,0,0,0,0,0,TA,774,656,0,1,NA,PConc,GasA,SBrkr,Typ,62,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Normal,1Fam,SLvl,7,5,1999,2000,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384,0,0,BuiltIn,1999.0,RFn,2,400,TA,TA,NA,0,0,NA
528294050,1430,168000,WD ,Normal,6,2009,3,2,1,80,RL,TA,TA,Ex,TA,1,7,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,0,0,0,0,0,TA,774,656,0,1,NA,PConc,GasA,SBrkr,Typ,64,7848,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Normal,1Fam,SLvl,7,6,1999,1999,TA,TA,No,Unf,0.0,Unf,0.0,384.0,384,0,0,BuiltIn,1999.0,Fin,2,410,TA,TA,NA,0,0,NA
905101260,1464,175000,WD ,Normal,10,2009,3,2,0,80,RL,TA,TA,Ex,TA,1,6,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,302,0,0,0,100,TA,1464,0,0,1,NA,CBlock,GasA,SBrkr,Min2,70,12886,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,SLvl,5,6,1963,1999,Gd,TA,Av,ALQ,444.0,Unf,0.0,76.0,520,0,1,Attchd,1997.0,RFn,2,480,TA,TA,NA,0,0,NA
905200350,1138,148000,COD,Normal,3,2009,3,1,0,80,RL,TA,TA,Ex,TA,1,6,54,BrkFace,True,Hip,CompShg,Wd Sdng,Wd Sdng,Y,0,0,0,0,140,TA,1138,0,0,1,MnPrv,CBlock,GasA,SBrkr,Typ,88,15312,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,SLvl,6,5,1960,1960,TA,TA,Av,BLQ,588.0,Unf,0.0,550.0,1138,0,1,Attchd,1960.0,RFn,2,480,TA,TA,NA,0,0,NA
905225090,2071,165000,WD ,Normal,10,2009,4,1,1,80,RL,TA,TA,Ex,TA,1,9,366,BrkFace,True,Hip,CompShg,Wd Sdng,Wd Sdng,Y,131,28,0,0,0,TA,2071,0,0,1,NA,CBlock,GasA,SBrkr,Typ,0,15584,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Normal,1Fam,SLvl,5,5,1956,1956,TA,TA,Mn,Unf,0.0,Unf,0.0,825.0,825,0,1,Attchd,1956.0,Unf,1,336,TA,TA,NA,0,0,NA
908152100,1125,125000,WD ,Abnorml,10,2009,3,1,0,80,RL,TA,TA,Ex,TA,1,6,255,BrkFace,True,Hip,CompShg,MetalSd,MetalSd,Y,296,0,0,0,0,Fa,1125,0,0,1,GdWo,CBlock,GasA,SBrkr,Typ,72,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Normal,1Fam,SLvl,6,6,1976,1976,TA,TA,Av,ALQ,631.0,Unf,0.0,410.0,1041,1,0,Detchd,1977.0,Unf,1,352,TA,TA,NA,0,0,NA
527302020,1868,178000,WD ,Abnorml,1,2007,3,3,1,80,RL,TA,TA,Ex,TA,1,7,74,BrkFace,True,Hip,CompShg,VinylSd,VinylSd,Y,268,112,0,0,147,TA,1140,728,0,1,NA,CBlock,GasA,SBrkr,Typ,78,12090,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Normal,1Fam,SLvl,6,7,1984,2003,Gd,TA,No,Unf,0.0,Unf,0.0,585.0,585,0,0,BuiltIn,1984.0,Fin,2,477,TA,TA,NA,0,0,NA
528280150,1430,170000,WD ,Normal,12,2007,3,2,1,80,RL,TA,TA,Ex,TA,1,8,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,100,0,0,0,0,TA,774,656,0,1,NA,PConc,GasA,SBrkr,Typ,76,9967,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Normal,1Fam,SLvl,7,5,2000,2000,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384,0,0,BuiltIn,2000.0,RFn,2,400,TA,TA,NA,0,0,NA
535178100,1370,148000,WD ,Normal,2,2006,3,1,0,80,RL,TA,TA,Ex,TA,1,6,272,BrkFace,True,Hip,CompShg,Wd Sdng,Wd Sdng,Y,191,0,0,0,120,TA,1370,0,0,1,MnPrv,CBlock,GasA,SBrkr,Typ,125,10000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,1Fam,SLvl,5,6,1956,1956,TA,TA,Av,BLQ,678.0,Rec,281.0,99.0,1058,1,0,Basment,1956.0,RFn,1,300,TA,TA,NA,0,0,NA
535325130,1145,127000,WD ,Normal,9,2006,3,1,0,80,RL,TA,TA,Ex,TA,1,6,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,0,0,0,0,0,NA,1145,0,0,0,GdWo,CBlock,GasA,FuseA,Min2,55,7700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,SLvl,5,7,1956,1956,Gd,TA,No,BLQ,271.0,Unf,0.0,30.0,301,0,0,Detchd,1993.0,Unf,2,684,TA,TA,NA,0,0,NA
905103140,1320,164500,WD ,Abnorml,5,2006,3,1,0,80,RL,TA,TA,Ex,TA,1,6,97,BrkFace,True,Gable,CompShg,VinylSd,VinylSd,Y,160,68,240,0,0,Fa,1320,0,0,2,NA,CBlock,GasA,SBrkr,Typ,96,11777,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,1Fam,SLvl,5,6,1966,1966,TA,TA,Av,LwQ,328.0,ALQ,551.0,285.0,1164,1,0,Attchd,1966.0,RFn,2,564,TA,TA,NA,0,0,NA
905427140,1560,182000,WD ,Normal,5,2006,3,2,0,80,RL,TA,TA,Ex,TA,1,6,96,Stone,True,Gable,CompShg,Plywood,Plywood,Y,453,253,144,0,0,Fa,1560,0,0,1,MnPrv,CBlock,GasA,SBrkr,Min2,78,11679,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Normal,1Fam,SLvl,5,5,1962,1962,TA,TA,Gd,ALQ,612.0,Rec,1164.0,0.0,1776,0,1,Attchd,1962.0,Fin,2,528,TA,TA,NA,0,0,NA
906475050,988,180000,WD ,Normal,10,2006,1,1,0,80,RL,TA,TA,Ex,TA,1,4,0,NA,True,Flat,Metal,Plywood,Plywood,Y,0,130,0,130,0,TA,988,0,0,2,NA,CBlock,GasA,SBrkr,Typ,0,21453,Pave,NA,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Normal,1Fam,SLvl,6,5,1969,1969,TA,TA,Gd,ALQ,938.0,Unf,0.0,0.0,938,1,0,Attchd,1969.0,Unf,2,540,TA,TA,NA,0,0,NA
914475010,926,156450,WD ,Normal,4,2009,2,1,0,85,RL,TA,TA,Ex,TA,1,5,0,NA,True,Gable,CompShg,Plywood,Plywood,Y,319,0,0,0,0,TA,926,0,0,1,MnPrv,CBlock,GasA,SBrkr,Typ,75,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Normal,1Fam,SFoyer,6,6,1977,1977,TA,TA,Av,ALQ,767.0,Unf,0.0,135.0,902,1,0,Attchd,1977.0,Unf,1,351,TA,TA,NA,0,0,NA
905107280,1034,153000,WD ,Normal,5,2008,3,1,0,85,RL,TA,TA,Ex,TA,1,6,40,BrkCmn,True,Gable,CompShg,HdBoard,HdBoard,Y,311,0,0,0,0,Po,1034,0,0,1,GdWo,CBlock,GasA,SBrkr,Typ,0,7703,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Normal,1Fam,SFoyer,6,8,1978,1978,Gd,TA,Gd,ALQ,450.0,Unf,0.0,0.0,450,0,1,Basment,1978.0,Fin,2,504,TA,TA,NA,0,0,NA
908103260,1033,165000,WD ,Family,4,2008,3,1,0,85,RL,TA,TA,Ex,TA,1,6,222,BrkFace,True,Gable,CompShg,HdBoard,Plywood,Y,224,0,0,0,0,NA,1033,0,0,0,NA,CBlock,GasA,SBrkr,Typ,64,12102,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Normal,1Fam,SFoyer,5,5,1976,1976,Gd,Gd,Gd,ALQ,456.0,Unf,0.0,0.0,456,0,1,BuiltIn,1976.0,RFn,2,504,Fa,TA,NA,0,0,NA
534127140,1082,162500,WD ,Normal,1,2007,3,1,0,85,RL,TA,TA,Ex,TA,1,6,0,NA,True,Gable,CompShg,HdBoard,HdBoard,Y,160,0,0,0,0,NA,1082,0,0,0,NA,PConc,GasA,SBrkr,Typ,0,8723,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Normal,1Fam,SFoyer,6,6,1969,1969,Gd,TA,Av,BLQ,973.0,Unf,0.0,0.0,973,1,0,Attchd,1969.0,Unf,2,480,TA,TA,NA,0,0,NA
535102010,1280,175000,WD ,Normal,6,2007,3,2,0,85,RL,TA,TA,Ex,TA,1,6,87,BrkFace,True,Gable,CompShg,HdBoard,HdBoard,Y,140,40,0,0,0,TA,1280,0,0,1,NA,CBlock,GasA,SBrkr,Typ,0,10050,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,1Fam,SFoyer,5,6,1966,1966,TA,TA,Av,GLQ,602.0,Unf,0.0,191.0,793,0,1,Basment,1966.0,Fin,2,432,TA,TA,NA,0,0,NA
914452120,912,156000,WD ,Normal,6,2007,2,1,0,85,RL,TA,TA,Ex,TA,1,5,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,0,0,0,0,192,TA,912,0,0,1,MnPrv,CBlock,GasA,SBrkr,Typ,0,7540,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Normal,1Fam,SFoyer,6,6,1978,1978,Gd,TA,Av,GLQ,773.0,Unf,0.0,115.0,888,1,0,Attchd,1978.0,RFn,2,470,TA,TA,NA,0,0,NA
905300010,810,130000,WD ,Normal,6,2006,2,1,0,85,RL,TA,TA,Ex,TA,1,4,153,BrkFace,True,Gable,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,810,0,0,0,MnPrv,PConc,GasA,SBrkr,Typ,72,10820,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Normal,1Fam,SFoyer,5,7,1971,1972,Gd,TA,Av,GLQ,535.0,Rec,159.0,88.0,782,1,0,Detchd,1973.0,Unf,2,576,TA,TA,NA,0,0,NA
535302120,1866,135000,WD ,Normal,12,2009,4,2,0,90,RL,TA,TA,Ex,TA,2,8,657,BrkFace,True,Hip,CompShg,Wd Sdng,Wd Sdng,Y,0,0,0,0,0,NA,1866,0,0,0,NA,PConc,GasA,SBrkr,Typ,76,9482,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Normal,Duplex,1Story,5,4,1958,1958,TA,TA,No,Unf,0.0,Unf,0.0,1866.0,1866,0,0,Detchd,1958.0,Unf,2,495,TA,Fa,NA,0,0,NA
906230010,2787,269500,WD ,Normal,10,2009,6,4,2,90,RL,TA,TA,Ex,TA,2,8,23,BrkFace,True,Hip,CompShg,VinylSd,VinylSd,Y,312,0,0,0,0,TA,1168,1619,0,2,NA,PConc,GasA,SBrkr,Typ,0,11855,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Normal,Duplex,2Story,7,5,2000,2000,Ex,TA,No,GLQ,820.0,Unf,0.0,348.0,1168,2,0,BuiltIn,2000.0,Fin,4,820,TA,TA,NA,0,0,NA
906230020,2787,269500,WD ,Normal,10,2009,6,4,2,90,RL,TA,TA,Ex,TA,2,8,23,BrkFace,True,Hip,CompShg,VinylSd,VinylSd,Y,312,0,0,0,0,TA,1168,1619,0,2,NA,PConc,GasA,SBrkr,Typ,0,7939,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Normal,Duplex,2Story,7,5,2000,2000,Ex,TA,No,GLQ,820.0,Unf,0.0,348.0,1168,2,0,BuiltIn,2000.0,Fin,4,820,TA,TA,NA,0,0,NA
906230030,2787,269500,WD ,Normal,10,2009,6,4,2,90,RL,TA,TA,Ex,TA,2,8,23,BrkFace,True,Hip,CompShg,VinylSd,VinylSd,Y,312,0,0,0,0,TA,1168,1619,0,2,NA,PConc,GasA,SBrkr,Typ,0,7976,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Normal,Duplex,2Story,7,5,2000,2000,Ex,TA,No,GLQ,820.0,Unf,0.0,348.0,1168,2,0,BuiltIn,2000.0,Fin,4,820,TA,TA,NA,0,0,NA
909279010,2480,205000,WD ,Normal,7,2009,5,2,1,90,RL,TA,TA,Ex,TA,2,13,0,NA,True,Gable,CompShg,Wd Sdng,Wd Sdng,Y,0,0,57,0,0,Gd,1240,1240,0,2,NA,BrkTil,GasA,SBrkr,Typ,0,8145,Pave,NA,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Normal,Duplex,2.5Unf,7,6,1940,1950,TA,TA,No,LwQ,246.0,Unf,0.0,674.0,920,0,0,Detchd,1940.0,Unf,2,400,TA,TA,NA,0,0,NA
534175140,1625,140500,ConLD,Normal,8,2008,4,2,0,90,RL,TA,TA,Ex,TA,2,8,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,0,0,0,NA,1625,0,0,0,NA,CBlock,GasA,SBrkr,Typ,75,9750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Normal,Duplex,1Story,5,6,1965,1965,TA,TA,No,Unf,0.0,Unf,0.0,1625.0,1625,0,0,Detchd,1965.0,Unf,2,484,TA,TA,NA,0,0,NA
909250230,1920,161900,WD ,Abnorml,7,2008,4,2,2,90,RL,TA,TA,Ex,TA,2,10,0,NA,True,Gable,CompShg,Stucco,Stucco,Y,248,0,121,0,0,Gd,960,960,0,2,NA,BrkTil,GasA,SBrkr,Typ,64,7804,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Normal,Duplex,2.5Unf,6,7,1930,1950,TA,TA,No,ALQ,281.0,Rec,679.0,0.0,960,2,0,Detchd,1930.0,Unf,2,480,TA,TA,NA,0,0,NA
533352075,2620,190000,WD ,Normal,8,2007,4,2,2,90,RL,TA,TA,Ex,TA,2,12,1,NA,True,Shed,CompShg,Plywood,Plywood,N,155,24,145,0,0,TA,1361,1259,0,1,NA,CBlock,GasA,SBrkr,Typ,0,18890,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Gd,TA,No,GLQ,498.0,Rec,211.0,652.0,1361,0,0,BuiltIn,1977.0,RFn,2,600,TA,TA,Gar2,8300,0,NA
535457040,1800,141000,WD ,Normal,7,2007,6,2,0,90,RL,TA,TA,Ex,TA,2,10,0,NA,False,Gable,CompShg,BrkFace,BrkFace,Y,0,0,0,0,0,NA,1800,0,0,0,NA,CBlock,GasA,SBrkr,Typ,80,8000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Artery,Normal,Duplex,1Story,5,4,1961,1961,TA,TA,No,Unf,0.0,Unf,0.0,1800.0,1800,0,0,NA,,NA,0,0,NA,NA,NA,0,0,NA
534276230,1712,145000,WD ,Family,6,2006,4,2,0,90,RL,TA,TA,Ex,TA,2,8,122,BrkFace,True,Gable,CompShg,MetalSd,MetalSd,Y,272,54,0,0,0,NA,1712,0,0,0,NA,CBlock,GasA,SBrkr,Typ,70,8393,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Normal,Duplex,1Story,5,5,1959,2005,TA,TA,No,LwQ,528.0,Unf,0.0,1098.0,1626,0,0,Attchd,2005.0,Fin,2,588,TA,TA,NA,0,0,NA
527453150,836,120000,WD ,Normal,6,2010,2,1,0,120,RL,TA,TA,Ex,TA,1,4,0,NA,True,Gable,CompShg,Plywood,Brk Cmn,Y,0,30,0,0,0,NA,836,0,0,0,NA,CBlock,GasA,SBrkr,Typ,24,2280,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Normal,Twnhs,1Story,7,6,1975,1975,Gd,TA,No,Unf,0.0,Unf,0.0,836.0,836,0,0,Attchd,1975.0,Unf,1,308,TA,TA,NA,0,0,NA
527132090,1478,240000,WD ,Normal,7,2009,2,2,0,120,RL,TA,TA,Ex,TA,1,5,0,NA,True,Gable,CompShg,CemntBd,CmentBd,Y,168,43,0,0,0,NA,1478,0,0,0,NA,PConc,GasA,SBrkr,Typ,61,7380,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Normal,1Fam,1Story,8,5,1998,1998,Gd,TA,Av,GLQ,341.0,Unf,0.0,1077.0,1418,1,0,Attchd,1998.0,Fin,2,495,TA,TA,NA,0,0,NA
531451150,1266,128000,WD ,Normal,7,2007,2,1,1,160,RL,TA,TA,Ex,TA,1,5,0,NA,True,Gable,CompShg,Plywood,Plywood,Y,340,0,0,0,0,TA,630,636,0,2,MnPrv,CBlock,GasA,SBrkr,Typ,50,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Normal,TwnhsE,2Story,6,5,1980,1980,TA,TA,No,Unf,0.0,Unf,0.0,630.0,630,0,0,Attchd,1980.0,RFn,1,283,TA,TA,NA,0,0,NA
905102060,1039,131500,WD ,Normal,4,2010,3,1,1,190,RL,TA,TA,Ex,TA,1,6,0,NA,True,Hip,CompShg,Plywood,HdBoard,Y,0,0,0,0,0,NA,1039,0,0,0,NA,PConc,GasA,SBrkr,Typ,75,11625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Normal,2fmCon,1Story,5,4,1965,1965,TA,TA,Mn,BLQ,841.0,Unf,0.0,198.0,1039,1,0,Attchd,1965.0,Unf,2,504,TA,TA,NA,0,0,NA
534452060,1077,118000,WD ,Normal,1,2008,2,1,0,190,RL,TA,TA,Ex,TA,2,5,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,4,0,0,0,TA,1077,0,0,2,NA,BrkTil,GasA,SBrkr,Typ,50,7420,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Artery,2fmCon,1.5Unf,5,6,1939,1950,TA,TA,No,GLQ,851.0,Unf,0.0,140.0,991,1,0,Attchd,1939.0,RFn,1,205,Gd,TA,NA,0,0,NA
916125425,1786,228950,WD ,Normal,8,2008,3,2,0,190,RL,TA,TA,Ex,TA,1,7,0,NA,True,Gable,CompShg,Plywood,Plywood,Y,670,0,0,0,0,Gd,1619,167,0,2,NA,CBlock,GasA,SBrkr,Typ,0,164660,Grvl,NA,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Normal,2fmCon,1.5Fin,5,6,1965,1965,TA,TA,Gd,ALQ,1249.0,BLQ,147.0,103.0,1499,2,0,Attchd,1965.0,Fin,2,529,TA,TA,Shed,700,0,NA
909281020,1355,140000,WD ,Normal,10,2007,3,2,0,190,RL,TA,TA,Ex,TA,1,5,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,0,0,0,0,144,NA,760,595,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,79,6221,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Normal,2fmCon,1.5Fin,5,5,1941,1950,TA,Fa,No,LwQ,533.0,Unf,0.0,195.0,728,0,0,Detchd,1966.0,Unf,2,528,TA,TA,NA,0,0,NA
534125210,1193,146500,WD ,Normal,7,2006,2,2,0,190,RL,TA,TA,Ex,TA,1,6,144,BrkFace,True,Gable,CompShg,Plywood,Plywood,Y,140,153,0,0,0,NA,1193,0,0,0,MnPrv,CBlock,GasA,SBrkr,Typ,79,13110,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,RRAn,Feedr,2fmCon,1Story,5,6,1972,1972,Gd,TA,No,GLQ,962.0,Unf,0.0,191.0,1153,1,0,Attchd,1972.0,Fin,2,501,TA,TA,NA,0,0,NA
908208020,1121,140000,WD ,Normal,3,2010,2,2,0,20,RM,TA,TA,Ex,TA,1,5,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,132,64,0,0,0,NA,1121,0,0,0,NA,PConc,GasA,SBrkr,Typ,80,8546,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Normal,1Fam,1Story,4,5,2003,2004,Gd,TA,No,Unf,0.0,Unf,0.0,1121.0,1121,0,0,Attchd,2003.0,RFn,2,440,TA,TA,NA,0,0,NA
902201120,789,115000,WD ,Partial,4,2008,2,1,0,20,RM,TA,TA,Ex,TA,1,5,0,NA,True,Gable,CompShg,VinylSd,VinylSd,Y,0,0,0,0,0,NA,789,0,0,0,NA,CBlock,GasA,SBrkr,Typ,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,1Fam,1Story,5,5,1948,1950,TA,TA,No,ALQ,104.0,BLQ,169.0,516.0,789,0,0,Detchd,1948.0,Unf,1,250,TA,TA,NA,0,0,NA
902205140,901,107900,WD ,Normal,8,2008,2,1,0,20,RM,TA,TA,Ex,TA,1,4,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,0,0,0,NA,901,0,0,0,NA,CBlock,GasA,SBrkr,Typ,50,6000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Normal,1Fam,1Story,4,7,1954,2000,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901,0,0,Detchd,1954.0,Unf,1,281,Fa,TA,NA,0,0,NA
902128020,864,105000,COD,Normal,8,2006,2,1,0,20,RM,TA,TA,Ex,TA,1,5,0,NA,True,Gable,CompShg,MetalSd,MetalSd,Y,0,0,0,0,115,NA,864,0,0,0,NA,CBlock,GasA,SBrkr,Typ,60,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,1Fam,1Story,4,5,1950,1950,TA,TA,No,Unf,0.0,Unf,0.0,576.0,576,0,0,Detchd,1952.0,RFn,1,528,TA,TA,NA,0,0,NA
902406030,960,125000,WD ,Normal,7,2006,3,1,0,20,RM,TA,TA,Ex,TA,1,5,0,NA,True,Hip,CompShg,HdBoard,HdBoard,Y,0,0,0,0,0,NA,960,0,0,0,NA,CBlock,GasA,SBrkr,Typ,65,9750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Normal,1Fam,1Story,5,5,1958,1958,TA,TA,No,Unf,0.0,Unf,0.0,960.0,960,0,0,Detchd,2002.0,Unf,2,624,TA,TA,Gar2,4500,0,NA
