PID;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Built;Year Remod/Add;Foundation;Bsmt Qual;Bsmt Cond;Bsmt Exposure;BsmtFin Type 1;BsmtFin Type 2;Heating;Electrical;Functional;Fireplaces;Garage Type;Garage Finish;Garage Qual;Garage Cond;Pool QC;Fence;Misc Feature;SalePrice
528181040;40.0;6792;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;7;5;2005;2006.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;202665
528188040;0.0;3136;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;7;5;2003;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;171750
528228280;43.0;3087;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2006;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;210250
528228325;0.0;3196;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2003;2004.0;PConc;Gd;TA;Gd;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;234000
528228340;0.0;3196;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;8;5;2003;0.0;PConc;Gd;TA;Gd;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;215000
528228360;0.0;2938;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2002;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;246990
528228545;43.0;3010;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2005;2006.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;167240
528228550;43.0;3010;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2005;2006.0;PConc;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;156820
528228565;43.0;3013;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2005;0.0;PConc;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;213490
528228580;53.0;4045;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2006;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;246578
528188120;36.0;2628;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;Twnhs;2Story;7;5;2003;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;BuiltIn;RFn;TA;TA;NA;NA;NA;175500
528188060;36.0;2268;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;Twnhs;2Story;7;5;2003;2004.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;BuiltIn;RFn;TA;TA;NA;NA;NA;173000
528188090;36.0;2448;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;Twnhs;2Story;7;5;2003;2004.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;BuiltIn;RFn;TA;TA;NA;NA;NA;155000
528188150;36.0;2448;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;Twnhs;2Story;7;5;2003;2004.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;BuiltIn;RFn;TA;TA;NA;NA;NA;154000
527146135;68.0;13108;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Stone Brook;Norm;Normal;1Fam;2Story;8;5;1994;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;270000
902306120;60.0;6000;Pave;Grvl;Regular;Lvl;AllPub;Corner;Gtl;Old Town;Norm;Normal;1Fam;2Story;5;9;1905;2005.0;BrkTil;Fa;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;129400
907290170;0.0;4435;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2003;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;143750
907290240;0.0;4426;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;143000
911370510;44.0;3811;Pave;NA;Slightly irregular;HLS;AllPub;Corner;Mod;Crawford;Adjacent to arterial street;Normal;TwnhsE;1Story;8;5;2004;2005.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;246000
907290180;0.0;4435;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2003;2004.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;144000
907290210;0.0;4435;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2003;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;140000
528190010;59.0;8198;Pave;NA;Regular;Lvl;AllPub;FR3;Gtl;Northridge Heights;Norm;Normal;TwnhsE;1Story;7;5;2004;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;207000
528228405;0.0;3940;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2004;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;219990
907290150;37.0;4435;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2003;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;136500
907290250;0.0;4426;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;0.0;PConc;Gd;TA;Mn;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;145000
907425010;0.0;4426;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;149300
907425015;0.0;4426;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;0.0;PConc;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;141000
907425030;0.0;4438;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;149000
907425035;0.0;4438;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;0.0;PConc;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;144500
911370540;44.0;3842;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;8;5;2004;2005.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;275000
907290140;36.0;4435;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2003;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;131500
911370460;44.0;4750;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;8;5;2006;2007.0;PConc;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;235000
916253320;0.0;9763;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;GrnHill;Norm;Normal;TwnhsE;1Story;7;5;1998;0.0;PConc;Gd;TA;No;GLQ;ALQ;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;330000
528228415;0.0;3072;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2004;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;178740
528228430;0.0;3072;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Bloomington Heights;Norm;Normal;TwnhsE;1Story;7;5;2004;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;225000
907290160;37.0;4435;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2003;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;133000
907290230;37.0;4435;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;TwnhsE;1Story;6;5;2004;0.0;PConc;Gd;TA;Mn;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;155900
911370530;44.0;3842;Pave;NA;Slightly irregular;HLS;AllPub;Inside;Mod;Crawford;Norm;Normal;TwnhsE;1Story;8;5;2004;2005.0;PConc;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;300000
908188110;24.0;2522;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Twnhs;2Story;7;5;2004;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Maj1;0;Detchd;Unf;TA;TA;NA;NA;NA;134000
908188120;24.0;2522;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Twnhs;2Story;7;5;2004;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Maj1;0;Detchd;Unf;TA;TA;NA;NA;NA;130000
908188130;24.0;2522;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Twnhs;2Story;6;5;2004;2006.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Maj1;0;Detchd;Unf;TA;TA;NA;NA;NA;130000
908188140;24.0;2522;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;Twnhs;2Story;7;5;2004;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Maj1;0;Detchd;Unf;TA;TA;NA;NA;NA;137500
908188150;32.0;3363;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Normal;TwnhsE;2Story;7;5;2004;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Maj1;0;Detchd;Unf;TA;TA;NA;NA;NA;130000
527365030;75.0;8004;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;RRAn;Normal;1Fam;2Story;8;5;2009;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;BuiltIn;Fin;TA;TA;NA;NA;NA;263435
534104100;0.0;7500;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2002;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;205000
527455280;0.0;10710;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;7;1966;2004.0;PConc;TA;TA;No;BLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;Shed;148800
535351050;75.0;14559;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;7;1951;2000.0;CBlock;TA;TA;No;BLQ;Rec;GasA;SBrkr;Min1;2;CarPort;Unf;TA;TA;NA;NA;Shed;164900
905401100;0.0;10708;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Clear Creek;Norm;Normal;1Fam;1Story;5;5;1955;1993.0;CBlock;TA;TA;No;LwQ;BLQ;GasA;FuseA;Typ;3;Attchd;Fin;TA;TA;NA;GdWo;NA;190000
534204030;65.0;8125;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;7;1965;2005.0;CBlock;TA;TA;No;ALQ;Rec;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;135000
916460020;0.0;7777;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Timberland;Norm;Normal;1Fam;1Story;6;5;1996;0.0;PConc;Ex;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;178000
531375070;63.0;13072;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Sawyer West;Adjacent to East-West Railroad;Normal;1Fam;1Story;6;5;2005;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;142500
535325460;118.0;21299;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;7;5;1941;1963.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Min1;3;2Types;Unf;TA;TA;NA;NA;NA;167000
528280180;71.0;8220;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;2000;2001.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;226750
528292060;41.0;12460;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;Gilbert;RRAn;Normal;1Fam;2Story;7;5;1999;2000.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;225000
528354060;92.0;9920;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Northridge;Norm;Normal;1Fam;2Story;7;5;1996;1997.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;NA;NA;269790
906402070;0.0;14364;Pave;NA;Slightly irregular;Low;AllPub;Inside;Mod;Sawyer West;Norm;Normal;1Fam;2Story;7;5;1988;1989.0;CBlock;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;277000
907187060;43.0;12352;Pave;NA;Moderately Irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;2Story;7;5;1998;1999.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;217000
916455010;0.0;9303;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Timberland;Norm;Normal;1Fam;2Story;6;5;1996;1997.0;PConc;Ex;TA;No;ALQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;204000
528231050;60.0;21930;Pave;NA;Irregular;Lvl;AllPub;Inside;Gtl;Gilbert;RRAn;Normal;1Fam;2Story;5;5;2005;0.0;PConc;Gd;Gd;Av;Unf;Unf;GasA;SBrkr;Typ;1;BuiltIn;Fin;TA;TA;NA;NA;NA;192140
906226060;120.0;26400;Pave;NA;Regular;Bnk;AllPub;FR2;Gtl;Sawyer West;Adjacent to feeder street;Normal;1Fam;2Story;5;7;1880;2007.0;PConc;NA;NA;NA;NA;NA;GasA;SBrkr;Mod;1;NA;NA;NA;NA;NA;NA;NA;131000
907125020;57.0;8846;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;College Creek;Norm;Normal;1Fam;SFoyer;5;5;1996;0.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;148000
903231050;51.0;6120;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Brookside;Norm;Normal;1Fam;1.5Unf;5;7;1939;1950.0;BrkTil;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;MnPrv;NA;113000
903429010;63.0;4347;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Norm;Normal;1Fam;1.5Fin;6;8;1910;1950.0;BrkTil;Gd;Gd;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;Fa;Fa;NA;NA;NA;127500
903231220;51.0;6120;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Brookside;Norm;Normal;1Fam;1.5Fin;3;5;1930;1950.0;CBlock;TA;TA;No;Rec;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;Fa;Po;NA;NA;NA;75000
902105060;90.0;9900;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Old Town;Norm;Normal;1Fam;2Story;5;8;1910;2002.0;CBlock;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;NA;NA;NA;NA;NA;NA;NA;129000
528102080;72.0;16387;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;9;5;2006;0.0;PConc;Ex;Gd;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;412083
528120110;80.0;10240;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;2Story;8;5;2005;0.0;PConc;Gd;TA;Mn;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;275500
526355080;75.0;13860;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;SLvl;8;7;1972;1995.0;CBlock;Gd;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;3;Attchd;Fin;TA;TA;NA;MnPrv;NA;345000
902110120;56.0;7745;Pave;Grvl;Regular;Lvl;AllPub;Inside;Gtl;Old Town;Norm;Normal;2fmCon;1.5Fin;4;6;1900;1950.0;PConc;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;0;Detchd;Unf;TA;TA;NA;NA;NA;111500
528488110;60.0;7200;Pave;Pave;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;6;5;2006;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;185000
528477040;75.0;9803;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;7;5;2005;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;RFn;TA;TA;NA;NA;NA;226700
528480070;84.0;10728;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;2Story;8;5;2006;0.0;PConc;Gd;TA;Mn;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;266000
527326150;0.0;16635;Pave;NA;Slightly irregular;Lvl;AllPub;FR2;Gtl;Northwest Ames;Norm;Normal;1Fam;1Story;6;7;1977;2000.0;CBlock;Gd;TA;No;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;215000
528172060;70.0;9658;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;8;5;2006;0.0;PConc;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;255900
534478230;80.0;9600;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;7;1950;2007.0;CBlock;TA;TA;No;ALQ;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;NA;NA;147000
535353040;60.0;7626;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;8;1952;2005.0;CBlock;TA;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;MnPrv;NA;145500
906203120;90.0;14684;Pave;NA;Slightly irregular;Lvl;AllPub;CulDSac;Gtl;Sawyer West;Norm;Normal;1Fam;1Story;7;7;1990;1991.0;CBlock;Gd;TA;Mn;ALQ;BLQ;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;271900
527107090;53.0;14137;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;1Story;5;5;1996;1997.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;NA;NA;177900
528429070;74.0;13253;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Somerset;RRAn;Normal;1Fam;1Story;7;5;2006;0.0;PConc;Ex;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;NA;NA;240000
535451010;74.0;8892;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;North Ames;Norm;Normal;1Fam;1Story;5;7;1953;1996.0;Stone;TA;TA;Av;Unf;Unf;GasA;SBrkr;Typ;0;Attchd;Unf;TA;TA;NA;GdWo;NA;116000
528110070;110.0;14226;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Northridge Heights;Norm;Normal;1Fam;1Story;8;5;2006;0.0;PConc;Gd;TA;Av;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;395000
528431030;76.0;10612;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Somerset;Norm;Normal;1Fam;1Story;8;5;2006;0.0;PConc;Gd;TA;Mn;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;215000
533350020;94.0;17778;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Veenker;Norm;Normal;1Fam;1Story;8;5;1981;0.0;CBlock;Gd;TA;Gd;ALQ;Rec;GasA;SBrkr;Typ;2;Attchd;RFn;TA;TA;NA;NA;NA;373000
906201022;114.0;10357;Pave;NA;Slightly irregular;Lvl;AllPub;Corner;Gtl;Sawyer West;Adjacent to feeder street;Normal;1Fam;1Story;7;5;1990;1991.0;PConc;Gd;TA;Mn;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;179900
906394050;78.0;9317;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;College Creek;Norm;Normal;1Fam;1Story;6;5;2006;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;176432
909475230;70.0;18044;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Gtl;Crawford;Norm;Normal;1Fam;1Story;8;5;1986;0.0;CBlock;Gd;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;Gd;Gd;Ex;NA;NA;315000
533350050;68.0;50271;Pave;NA;Slightly irregular;Low;AllPub;Inside;Gtl;Veenker;Norm;Normal;1Fam;1Story;9;5;1981;1987.0;CBlock;Ex;TA;Gd;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;385000
906392090;90.0;13377;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;College Creek;Norm;Normal;1Fam;1Story;6;5;2006;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;RFn;TA;TA;NA;NA;NA;233555
906426060;0.0;159000;Pave;NA;Moderately Irregular;Low;AllPub;CulDSac;Sev;Clear Creek;Norm;Normal;1Fam;1.5Fin;6;7;1958;2006.0;CBlock;Gd;TA;Gd;Rec;Unf;GasA;SBrkr;Typ;2;Attchd;Fin;TA;TA;NA;NA;Shed;277000
909254090;55.0;7642;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;7;8;1918;1998.0;BrkTil;TA;TA;No;Unf;Unf;GasA;SBrkr;Typ;1;Detchd;Unf;TA;TA;NA;GdPrv;NA;189950
909280030;86.0;11500;Pave;NA;Slightly irregular;Lvl;AllPub;Inside;Gtl;Crawford;Norm;Normal;1Fam;1.5Fin;7;7;1936;1987.0;CBlock;Gd;TA;No;Rec;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;Fa;TA;NA;NA;NA;250000
906426210;0.0;16698;Pave;NA;Slightly irregular;HLS;AllPub;CulDSac;Mod;Clear Creek;Norm;Normal;1Fam;2Story;7;5;1992;1993.0;PConc;Gd;TA;Av;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Unf;TA;TA;NA;NA;NA;233500
528315110;80.0;9200;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Northridge;Norm;Normal;1Fam;2Story;8;5;1998;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;1;Attchd;Fin;TA;TA;NA;NA;NA;315000
531450030;75.0;8285;Pave;NA;Regular;Lvl;AllPub;Corner;Gtl;Sawyer West;Norm;Normal;1Fam;2Story;7;5;1992;0.0;PConc;Gd;TA;No;GLQ;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;175000
527162080;63.0;7875;Pave;NA;Regular;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Normal;1Fam;2Story;7;5;1996;0.0;PConc;Gd;TA;No;Rec;Unf;GasA;SBrkr;Typ;0;Attchd;Fin;TA;TA;NA;NA;NA;178750
